PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,FamilySize,FarePerPerson,AgeClass,LogFare,AgeGroup
46,0,1,-0.10463740114712752,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.10463740114712752,0.4352085993953696,Middle
47,0,1,-0.10463740114712752,1,0,-0.36999230507970715,True,True,False,2,-0.18499615253985358,-0.10463740114712752,0.3148051230941189,Middle
48,1,1,-0.10463740114712752,0,0,-0.5523441521022427,False,True,False,1,-0.5523441521022427,-0.10463740114712752,0.4397661446672451,Middle
49,0,1,-0.10463740114712752,2,0,-0.22460023628981649,True,False,False,3,-0.07486674542993883,-0.10463740114712752,0.2026144530143495,Middle
50,0,1,-0.8731358343600393,1,0,-0.3158749827375353,False,False,True,2,-0.15793749136876764,-0.8731358343600393,0.2745018304707313,Young
51,0,1,-1.7184841108942424,4,1,0.19912192715998075,True,False,True,6,0.03318698785999679,-1.7184841108942424,0.1815895615841356,Young
52,0,1,-0.6425863043961658,0,0,-0.5511676885730651,True,False,True,1,-0.5511676885730651,-0.6425863043961658,0.43900799477388214,Young
53,1,3,1.5092093085999871,1,0,1.0706861093347755,False,False,False,2,0.5353430546673877,4.527627925799962,0.7278800061435227,Middle
54,1,2,-0.027787557825836348,1,0,-0.12293496395240078,False,False,True,2,-0.06146748197620039,-0.055575115651672696,0.1159457613031619,Middle
55,0,3,2.738806801740646,0,1,0.7236293682273689,True,False,False,2,0.36181468411368445,8.216420405221939,0.5444321655023927,Old
56,1,3,-0.10463740114712752,0,0,0.10059310659135261,True,False,True,1,0.10059310659135261,-0.3139122034413826,0.09584922230512842,Middle
57,1,2,-0.6425863043961658,0,0,-0.4876386579974721,False,False,True,1,-0.4876386579974721,-1.2851726087923316,0.3971900695538421,Young
58,0,1,-0.06621247948648194,0,0,-0.5645981962221572,True,False,False,1,-0.5645981962221572,-0.06621247948648194,0.44762904739981435,Middle
59,1,2,-1.8721837975368247,1,2,-0.08175874043118304,False,False,True,4,-0.02043968510779576,-3.7443675950736495,0.07858817998962146,Young
60,0,1,-1.4110847376090776,5,2,0.36882679124385664,True,False,True,8,0.04610334890548208,-1.4110847376090776,0.31395401620080743,Young
61,0,1,-0.5657364610748746,0,0,-0.5645981962221572,True,False,False,1,-0.5645981962221572,-0.5657364610748746,0.44762904739981435,Young
62,1,3,0.6638610320657843,0,0,1.1476456475594605,False,False,True,1,1.1476456475594605,1.9915830961973529,0.7643721944900735,Middle
63,0,3,1.2018099353148226,1,0,1.229409862837307,True,False,True,2,0.6147049314186535,3.6054298059444676,0.8017369149509094,Middle
64,0,1,-1.949033640858116,3,2,-0.07822934984365013,True,False,True,6,-0.013038224973941687,-1.949033640858116,0.07532020481468296,Young
65,0,3,-0.10463740114712752,0,0,-0.08244579513222278,True,False,False,1,-0.08244579513222278,-0.3139122034413826,0.07922310585991768,Middle
66,1,1,-0.10463740114712752,1,1,-0.3759734456620463,True,False,False,3,-0.12532448188734877,-0.10463740114712752,0.3191614411142169,Middle
67,1,2,-0.027787557825836348,0,0,-0.4876386579974721,False,False,True,1,-0.4876386579974721,-0.055575115651672696,0.3971900695538421,Middle
68,0,1,-0.7962859910387481,0,0,-0.5427371509229781,True,False,True,1,-0.5427371509229781,-0.7962859910387481,0.43355820950049756,Young
69,1,1,-0.9499856776813305,4,2,-0.548226529750121,False,False,True,7,-0.07831807567858871,-0.9499856776813305,0.4371101015091958,Young
70,0,1,-0.2583370877897099,2,0,-0.5308736926947507,True,False,True,3,-0.1769578975649169,-0.2583370877897099,0.4258386133994499,Young
71,0,2,0.20276197213803718,0,0,-0.4876386579974721,True,False,True,1,-0.4876386579974721,0.40552394427607436,0.3971900695538421,Middle
72,0,1,-1.0268355210026217,5,2,0.36882679124385664,False,False,True,8,0.04610334890548208,-1.0268355210026217,0.31395401620080743,Young
73,0,2,-0.6425863043961658,0,0,0.994705388766366,True,False,True,1,0.994705388766366,-1.2851726087923316,0.6904963646330028,Young
74,0,1,-0.2583370877897099,1,0,-0.3945992162559869,True,False,False,2,-0.19729960812799344,-0.2583370877897099,0.3326070738198075,Young
75,1,1,0.20276197213803718,0,0,0.5946089659095145,True,False,True,1,0.5946089659095145,0.20276197213803718,0.4666285437404085,Middle
76,0,1,-0.33518693111100106,0,0,-0.5546970791605981,True,False,True,1,-0.5546970791605981,-0.33518693111100106,0.4412807222560269,Young
77,0,1,-0.10463740114712752,0,0,-0.5489135844511608,True,False,True,1,-0.5489135844511608,-0.10463740114712752,0.4375537719193007,Middle
78,0,1,-0.10463740114712752,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.10463740114712752,0.4352085993953696,Middle
79,1,2,-2.192647644186609,0,2,-0.052347152201741805,True,False,True,3,-0.017449050733913934,-4.385295288373218,0.05102305246714658,Young
80,1,1,0.04906228549545483,0,0,-0.44116834859495496,False,False,True,1,-0.44116834859495496,0.04906228549545483,0.36545413780977803,Middle
81,0,1,-0.5657364610748746,0,0,-0.5229325638728015,True,False,True,1,-0.5229325638728015,-0.5657364610748746,0.42063779445128663,Young
82,1,1,-0.027787557825836348,0,0,-0.5111679285810251,True,False,True,1,-0.5111679285810251,-0.027787557825836348,0.4128828144951989,Middle
83,1,1,-0.10463740114712752,0,0,-0.5514618044553596,False,True,False,1,-0.5514618044553596,-0.10463740114712752,0.43919758614071236,Middle
84,0,3,-0.10463740114712752,0,0,0.3735326453605673,True,False,True,1,0.3735326453605673,-0.3139122034413826,0.3173859942798867,Middle
85,1,2,-0.9499856776813305,0,0,-0.4876386579974721,False,False,True,1,-0.4876386579974721,-1.899971355362661,0.3971900695538421,Young
86,1,1,0.27961181545932834,3,0,-0.3617570603754636,False,False,True,4,-0.0904392650938659,0.27961181545932834,0.3087758220491595,Middle
87,0,1,-1.0268355210026217,1,3,0.0741226771848555,True,False,True,5,0.014824535436971101,-1.0268355210026217,0.0715042141304484,Young
88,0,1,-0.10463740114712752,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.10463740114712752,0.4352085993953696,Middle
89,1,3,-0.48888661775358344,3,2,5.124238728242953,False,False,True,6,0.8540397880404922,-1.4666598532607504,1.8122544594397831,Young
90,0,1,-0.41203677443229225,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.41203677443229225,0.4352085993953696,Young
91,0,1,-0.027787557825836348,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.027787557825836348,0.4352085993953696,Middle
92,0,1,-0.719436147717457,0,0,-0.5498924021074366,True,False,True,1,-0.5498924021074366,-0.719436147717457,0.4381855105264125,Young
93,0,3,1.2786597786361138,1,0,0.7047071288240755,True,False,True,2,0.35235356441203775,3.835979335908341,0.5333933240303002,Middle
94,0,1,-0.2583370877897099,1,2,-0.25058125686817573,True,False,True,4,-0.06264531421704393,-0.2583370877897099,0.22360844872719973,Young
95,0,1,2.277707741812899,0,0,-0.5641087873940193,True,False,True,1,-0.5641087873940193,2.277707741812899,0.44731619686143376,Old
96,0,1,-0.10463740114712752,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.10463740114712752,0.4352085993953696,Middle
97,0,3,3.1999058616683933,0,0,0.08069204953178356,True,False,False,1,0.08069204953178356,9.59971758500518,0.0776016225235578,Old
98,1,3,-0.48888661775358344,0,1,0.7560785852891467,True,False,False,2,0.37803929264457337,-1.4666598532607504,0.5630832466541307,Young
99,1,2,0.35646165878061953,0,1,-0.19352277570305973,False,False,True,2,-0.09676138785152986,0.7129233175612391,0.1769092497341141,Middle
100,0,2,0.35646165878061953,1,0,-0.12293496395240078,True,False,True,2,-0.06146748197620039,0.7129233175612391,0.1159457613031619,Middle
101,0,1,-0.10463740114712752,0,0,-0.5489135844511608,False,False,True,1,-0.5489135844511608,-0.10463740114712752,0.4375537719193007,Middle
102,0,1,-0.10463740114712752,0,0,-0.5489135844511608,True,False,True,1,-0.5489135844511608,-0.10463740114712752,0.4375537719193007,Middle
103,0,3,-0.6425863043961658,0,1,1.083822501101573,True,False,True,2,0.5419112505507865,-1.9277589131884976,0.7342039480476255,Young
104,0,1,0.27961181545932834,0,0,-0.5310689856405942,True,False,True,1,-0.5310689856405942,0.27961181545932834,0.4259661748639346,Middle
105,0,1,0.5870111887444931,2,0,-0.548226529750121,True,False,True,3,-0.18274217658337366,0.5870111887444931,0.4371101015091958,Middle
106,0,1,-0.10463740114712752,0,0,-0.5489135844511608,True,False,True,1,-0.5489135844511608,-0.10463740114712752,0.4375537719193007,Middle
107,1,1,-0.6425863043961658,0,0,-0.5546970791605981,False,False,True,1,-0.5546970791605981,-0.6425863043961658,0.4412807222560269,Young
108,1,1,-0.10463740114712752,0,0,-0.551755920337654,True,False,True,1,-0.551755920337654,-0.10463740114712752,0.4393871415694695,Middle
109,0,1,0.6638610320657843,0,0,-0.5489135844511608,True,False,True,1,-0.5489135844511608,0.6638610320657843,0.4375537719193007,Middle
110,1,1,-0.10463740114712752,1,0,-0.16646411453197382,False,True,False,2,-0.08323205726598691,-0.10463740114712752,0.1539770486387849,Middle
111,0,3,1.3555096219574048,0,0,0.4888260712199769,True,False,True,1,0.4888260712199769,4.066528865872215,0.39798793775892494,Middle
112,0,1,-1.1421102859845584,1,0,-0.3945992162559869,False,False,False,2,-0.19729960812799344,-1.1421102859845584,0.3326070738198075,Young
113,0,1,-0.5657364610748746,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.5657364610748746,0.4352085993953696,Young
114,0,1,-0.719436147717457,1,0,-0.5035209156413704,False,False,True,2,-0.2517604578206852,-0.719436147717457,0.4078096346508962,Young
115,0,1,-0.9499856776813305,0,0,-0.39450274624659437,False,False,False,1,-0.39450274624659437,-0.9499856776813305,0.3325378974248761,Young
116,0,1,-0.6425863043961658,0,0,-0.548226529750121,True,False,True,1,-0.548226529750121,-0.6425863043961658,0.4371101015091958,Young
117,0,1,3.1614809400077477,0,0,-0.5523441521022427,True,True,False,1,-0.5523441521022427,3.1614809400077477,0.4397661446672451,Old
118,0,2,-0.027787557825836348,1,0,-0.2405813168701657,True,False,True,2,-0.12029065843508285,-0.055575115651672696,0.2155800736902693,Middle
119,0,3,-0.41203677443229225,0,1,5.089287879132724,True,False,False,2,2.544643939566362,-1.2361103232968769,1.8065311420657018,Young
120,0,1,-2.1027333275006983,4,2,0.0011819383758412065,False,False,True,7,0.00016884833940588665,-2.1027333275006983,0.0011812404365724011,Young
121,0,2,-0.6425863043961658,2,0,0.994705388766366,True,False,True,3,0.331568462922122,-1.2851726087923316,0.6904963646330028,Young
122,0,1,-0.10463740114712752,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,-0.10463740114712752,0.4352085993953696,Middle
123,0,2,0.24118689379868277,1,0,-0.027152009260873307,True,False,False,2,-0.013576004630436653,0.48237378759736554,0.026789932905833595,Middle
124,1,2,0.24118689379868277,0,0,-0.4288154815385896,False,False,True,1,-0.4288154815385896,0.48237378759736554,0.3568457664247534,Middle
125,0,3,1.893458525206443,0,1,1.083822501101573,True,False,True,2,0.5419112505507865,5.68037557561933,0.7342039480476255,Old
126,1,1,-1.3342348942877864,1,0,-0.4701869980056509,True,False,False,2,-0.23509349900282545,-1.3342348942877864,0.38538960222785273,Young
127,0,1,-0.10463740114712752,0,0,-0.5523441521022427,True,True,False,1,-0.5523441521022427,-0.10463740114712752,0.4397661446672451,Middle
128,1,1,-0.41203677443229225,0,0,-0.5666570073982181,True,False,True,1,-0.5666570073982181,-0.41203677443229225,0.4489440545383974,Young
129,1,1,-0.10463740114712752,1,1,-0.20862150863652568,False,False,False,3,-0.06954050287884189,-0.10463740114712752,0.18948046111042172,Middle
130,0,1,1.2018099353148226,0,0,-0.5705793368044965,True,False,True,1,-0.5705793368044965,1.2018099353148226,0.4514445556289353,Middle
131,0,1,0.27961181545932834,0,0,-0.5489135844511608,True,False,False,1,-0.5489135844511608,0.27961181545932834,0.4375537719193007,Middle
132,0,1,-0.719436147717457,0,0,-0.5688146415107299,True,False,True,1,-0.5688146415107299,-0.719436147717457,0.4503203287929152,Young
133,0,1,1.3555096219574048,1,0,-0.3935215756632601,False,False,True,2,-0.19676078783163006,1.3555096219574048,0.3318340508937468,Middle
134,1,2,-0.027787557825836348,1,0,-0.12293496395240078,False,False,True,2,-0.06146748197620039,-0.055575115651672696,0.1159457613031619,Middle
135,0,2,-0.33518693111100106,0,0,-0.4288154815385896,True,False,True,1,-0.4288154815385896,-0.6703738622220021,0.3568457664247534,Young
136,0,2,-0.48888661775358344,0,0,-0.3806792997787569,True,False,False,1,-0.3806792997787569,-0.9777732355071669,0.32257562427217845,Young
137,1,3,-0.7962859910387481,0,2,-0.1162691215960802,False,False,True,3,-0.038756373865360065,-2.3888579731162443,0.10999198327110578,Young
138,0,3,0.5870111887444931,1,0,0.5147082688618853,True,False,True,2,0.2573541344309426,1.7610335662334793,0.41522285861159075,Middle
139,0,1,-1.0268355210026217,0,0,-0.5178337709373456,True,False,True,1,-0.5178337709373456,-1.0268355210026217,0.4172841676659273,Young
140,0,3,-0.41203677443229225,0,0,1.1288222310926181,True,False,False,1,1.1288222310926181,-1.2361103232968769,0.7555688836428883,Young
141,0,1,-0.10463740114712752,0,2,-0.3759734456620463,False,False,False,3,-0.12532448188734877,-0.10463740114712752,0.3191614411142169,Middle
142,1,1,-0.5657364610748746,0,0,-0.5523441521022427,False,False,True,1,-0.5523441521022427,-0.5657364610748746,0.4397661446672451,Young
143,1,1,-0.41203677443229225,1,0,-0.3617570603754636,False,False,True,2,-0.1808785301877318,-0.41203677443229225,0.3087758220491595,Young
144,0,1,-0.7962859910387481,0,0,-0.5758734226857958,True,True,False,1,-0.5758734226857958,-0.7962859910387481,0.4548096726555224,Young
145,0,2,-0.8731358343600393,0,0,-0.4641093874139191,True,False,True,1,-0.4641093874139191,-1.7462716687200786,0.3812471309267622,Young
146,0,2,-0.7962859910387481,1,1,0.13000469482079385,True,False,True,3,0.043334898273597953,-1.5925719820774962,0.12222178742428555,Young
147,1,1,-0.1814872444684187,0,0,-0.5512665115095161,True,False,True,1,-0.5512665115095161,-0.1814872444684187,0.43907170148294417,Middle
148,0,1,-1.56478442425166,2,2,0.0741226771848555,False,False,True,5,0.014824535436971101,-1.56478442425166,0.0715042141304484,Young
149,0,2,0.5485862670838475,0,2,-0.12293496395240078,True,False,True,3,-0.040978321317466926,1.097172534167695,0.1159457613031619,Middle
150,0,2,0.9712604053509489,0,0,-0.4288154815385896,True,False,True,1,-0.4288154815385896,1.9425208107018979,0.3568457664247534,Middle
151,0,2,1.6629089952425695,0,0,-0.43999188506577724,True,False,True,1,-0.43999188506577724,3.325817990485139,0.3646374782010425,Middle
152,1,3,-0.5657364610748746,1,0,0.8323534217398503,False,False,True,2,0.41617671086992514,-1.697209383224624,0.6056011634429406,Young
153,0,1,2.00873329018838,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,2.00873329018838,0.4352085993953696,Old
154,0,1,0.8559856403690123,0,2,-0.3935215756632601,True,False,True,3,-0.13117385855442004,0.8559856403690123,0.3318340508937468,Middle
155,0,1,-0.10463740114712752,0,0,-0.5626382079825473,True,False,True,1,-0.5626382079825473,-0.10463740114712752,0.4463755518255042,Middle
156,0,3,1.6629089952425695,0,1,0.7095118058772371,True,False,False,2,0.35475590293861853,4.988726985727709,0.5362078361144587,Middle
157,1,1,-1.0268355210026217,0,0,-0.5527370909209881,False,True,False,1,-0.5527370909209881,-1.0268355210026217,0.4400192387347358,Young
158,0,1,0.04906228549545483,0,0,-0.5452853709271769,True,False,True,1,-0.5452853709271769,0.04906228549545483,0.4352085993953696,Middle
159,0,1,-0.10463740114712752,0,0,-0.5308736926947507,True,False,True,1,-0.5308736926947507,-0.10463740114712752,0.4258386133994499,Middle
160,0,1,-0.10463740114712752,8,2,0.9017647699613317,True,False,True,11,0.08197861545103015,-0.10463740114712752,0.6427822813756082,Middle
161,0,1,1.1249600919935314,0,1,-0.3558747427295753,True,False,True,2,-0.17793737136478766,1.1249600919935314,0.3044468126332835,Middle
162,1,2,0.8175607187083667,0,0,-0.3641099874338189,False,False,True,1,-0.3641099874338189,1.6351214374167333,0.3105021921189146,Middle
163,0,1,-0.2583370877897099,0,0,-0.551755920337654,True,False,True,1,-0.551755920337654,-0.2583370877897099,0.4393871415694695,Young
164,0,1,-0.9499856776813305,0,0,-0.5308736926947507,True,False,True,1,-0.5308736926947507,-0.9499856776813305,0.4258386133994499,Young
165,0,1,-2.1795831708219895,4,1,0.19912192715998075,True,False,True,6,0.03318698785999679,-2.1795831708219895,0.1815895615841356,Young
166,1,1,-1.56478442425166,0,2,-0.2517577203973534,True,False,True,3,-0.08391924013245113,-1.56478442425166,0.22454873989202334,Young
167,1,3,-0.10463740114712752,0,1,0.5594138829706359,False,False,True,2,0.27970694148531794,-0.3139122034413826,0.4443100346180245,Middle
168,0,1,1.2018099353148226,1,4,-0.07822934984365013,False,False,True,6,-0.013038224973941687,1.2018099353148226,0.07532020481468296,Middle
169,0,3,-0.10463740114712752,0,0,-0.12469965924616723,True,False,True,1,-0.12469965924616723,-0.3139122034413826,0.11751603045470446,Middle
170,0,1,-0.10463740114712752,0,0,0.5946089659095145,True,False,True,1,0.5946089659095145,-0.10463740114712752,0.4666285437404085,Middle
171,0,3,2.4314074284554814,0,0,0.05353456542424664,True,False,True,1,0.05353456542424664,7.294222285366445,0.05215076380858203,Old
172,0,1,-1.949033640858116,4,1,-0.04940599337879768,True,True,False,6,-0.008234332229799614,-1.949033640858116,0.0482242834975402,Young
173,1,1,-2.1795831708219895,1,1,-0.47273757093690794,False,False,True,3,-0.15757919031230264,-2.1795831708219895,0.38712296202700036,Young
174,0,1,-0.6425863043961658,0,0,-0.548226529750121,True,False,True,1,-0.548226529750121,-0.6425863043961658,0.4371101015091958,Young
175,0,3,2.0471582118490255,0,0,-0.012446215146152687,True,False,False,1,-0.012446215146152687,6.141474635547077,0.0123693977442892,Old
176,0,1,-0.8731358343600393,1,1,-0.5498924021074366,True,False,True,3,-0.18329746736914554,-0.8731358343600393,0.4381855105264125,Young
177,0,1,-0.10463740114712752,3,1,-0.1354831239546096,True,False,True,5,-0.027096624790921918,-0.10463740114712752,0.12705822023780516,Middle
178,0,3,1.5860591519212783,0,0,-0.05911181749451332,False,False,False,1,-0.05911181749451332,4.758177455763835,0.057430648858784475,Middle
179,0,2,0.04906228549545483,0,0,-0.4288154815385896,True,False,True,1,-0.4288154815385896,0.09812457099090965,0.3568457664247534,Middle
180,0,1,0.5101613454232019,0,0,-0.7346959991247785,True,False,True,1,-0.7346959991247785,0.5101613454232019,0.5508321814038142,Middle
181,0,1,-0.10463740114712752,8,2,0.9017647699613317,False,False,True,11,0.08197861545103015,-0.10463740114712752,0.6427822813756082,Middle
182,0,2,-0.10463740114712752,0,0,-0.38058047684230595,True,False,False,1,-0.38058047684230595,-0.20927480229425505,0.32250404611982214,Middle
183,0,1,-1.56478442425166,4,2,0.003828981316490934,True,False,True,7,0.0005469973309272763,-1.56478442425166,0.0038216694263137245,Young
184,1,2,-2.1795831708219895,2,1,0.18294555363378806,True,False,True,4,0.045736388408447015,-4.359166341643979,0.1680075599589128,Young
185,1,1,-1.949033640858116,0,2,-0.21646381452202393,False,False,True,3,-0.07215460484067464,-1.949033640858116,0.19594813723555002,Young
186,0,3,-0.10463740114712752,0,0,0.44176753005287095,True,False,True,1,0.44176753005287095,-0.3139122034413826,0.3658698123108873,Middle
187,1,1,-0.10463740114712752,1,0,-0.36999230507970715,False,True,False,2,-0.18499615253985358,-0.10463740114712752,0.3148051230941189,Middle
188,1,3,1.2018099353148226,0,0,-0.10999386513144661,True,False,True,1,-0.10999386513144661,3.6054298059444676,0.1043544884003627,Middle
189,0,1,0.8175607187083667,1,1,-0.36999230507970715,True,True,False,3,-0.12333076835990238,0.8175607187083667,0.3148051230941189,Middle
190,0,1,0.5101613454232019,0,0,-0.5489135844511608,True,False,True,1,-0.5489135844511608,0.5101613454232019,0.4375537719193007,Middle
191,1,2,0.20276197213803718,0,0,-0.4288154815385896,False,False,True,1,-0.4288154815385896,0.40552394427607436,0.3568457664247534,Middle
192,0,2,-0.7962859910387481,0,0,-0.4288154815385896,True,False,True,1,-0.4288154815385896,-1.5925719820774962,0.3568457664247534,Young
193,1,1,-0.7962859910387481,1,0,-0.5498924021074366,False,False,True,2,-0.2749462010537183,-0.7962859910387481,0.4381855105264125,Young
194,1,2,-2.025883484179407,1,1,-0.12293496395240078,True,False,True,3,-0.040978321317466926,-4.051766968358814,0.1159457613031619,Young
195,1,3,1.1249600919935314,0,0,-0.08244579513222278,False,False,False,1,-0.08244579513222278,3.374880275980594,0.07922310585991768,Middle
196,1,3,2.200857898491608,0,0,2.7128315501938722,False,False,False,1,2.7128315501938722,6.602573695474824,1.3117948065907623,Old
197,0,1,-0.10463740114712752,0,0,-0.5523441521022427,True,True,False,1,-0.5523441521022427,-0.10463740114712752,0.4397661446672451,Middle
198,0,1,0.9712604053509489,0,1,-0.5369513032864824,True,False,True,2,-0.2684756516432412,0.9712604053509489,0.42980078109194225,Middle
199,1,1,-0.10463740114712752,0,0,-0.5523441521022427,False,True,False,1,-0.5523441521022427,-0.10463740114712752,0.4397661446672451,Middle
200,0,2,-0.41203677443229225,0,0,-0.4288154815385896,False,False,True,1,-0.4288154815385896,-0.8240735488645845,0.3568457664247534,Young
